time,OBS1,OBS2
15940.00000000,0.2355962024E-07,0.3249765850E-01
15950.00000000,0.2355914023E-07,0.3233318746E-01
15960.00000000,0.2355866023E-07,0.3216995050E-01
15970.00000000,0.2355818024E-07,0.3200793551E-01
15980.00000000,0.2355770026E-07,0.3184713053E-01
15990.00000000,0.2355722029E-07,0.3168752373E-01
16000.00000000,0.2355674033E-07,0.3152910338E-01
16010.00000000,0.2355626038E-07,0.3137185790E-01
16020.00000000,0.2355578045E-07,0.3121577583E-01
16030.00000000,0.2355530052E-07,0.3106084585E-01
16040.00000000,0.2355482060E-07,0.3090705673E-01
16050.00000000,0.2355434069E-07,0.3075439739E-01
16060.00000000,0.2355386079E-07,0.3060285686E-01
16070.00000000,0.2355338091E-07,0.3045242430E-01
16080.00000000,0.2355290103E-07,0.3030308898E-01
16090.00000000,0.2355242116E-07,0.3015484029E-01
16100.00000000,0.2355194131E-07,0.3000766774E-01
16110.00000000,0.2355146146E-07,0.2986156095E-01
16120.00000000,0.2355098162E-07,0.2971650967E-01
16130.00000000,0.2355050180E-07,0.2957250375E-01
16140.00000000,0.2355002198E-07,0.2942953315E-01
16150.00000000,0.2354954218E-07,0.2928758795E-01
16160.00000000,0.2354906238E-07,0.2914665834E-01
16170.00000000,0.2354858260E-07,0.2900673462E-01
16180.00000000,0.2354810282E-07,0.2886780720E-01
16190.00000000,0.2354762306E-07,0.2872986658E-01
16200.00000000,0.2354714330E-07,0.2859290340E-01
16210.00000000,0.2354666356E-07,0.2845690837E-01
16220.00000000,0.2354618383E-07,0.2832187232E-01
16230.00000000,0.2354570410E-07,0.2818778619E-01
16240.00000000,0.2354522439E-07,0.2805464100E-01
16250.00000000,0.2354474469E-07,0.2792242790E-01
16260.00000000,0.2354426500E-07,0.2779113811E-01
16270.00000000,0.2354378531E-07,0.2766076297E-01
16280.00000000,0.2354330564E-07,0.2753129391E-01
16290.00000000,0.2354282598E-07,0.2740272246E-01
16300.00000000,0.2354234633E-07,0.2727504023E-01
16310.00000000,0.2354186669E-07,0.2714823895E-01
16320.00000000,0.2354138706E-07,0.2702231041E-01
16330.00000000,0.2354090743E-07,0.2689724653E-01
16340.00000000,0.2354042782E-07,0.2677303930E-01
16350.00000000,0.2353994822E-07,0.2664968079E-01
16360.00000000,0.2353946863E-07,0.2652716318E-01
16370.00000000,0.2353898905E-07,0.2640547873E-01
16380.00000000,0.2353850948E-07,0.2628461978E-01
16390.00000000,0.2353802993E-07,0.2616457877E-01
16400.00000000,0.2353755038E-07,0.2604534822E-01
16410.00000000,0.2353707084E-07,0.2592692073E-01
16420.00000000,0.2353659131E-07,0.2580928898E-01
16430.00000000,0.2353611179E-07,0.2569244573E-01
16440.00000000,0.2353563228E-07,0.2557638385E-01
16450.00000000,0.2353515278E-07,0.2546109625E-01
16460.00000000,0.2353467330E-07,0.2534657595E-01
16470.00000000,0.2353419382E-07,0.2523281602E-01
16480.00000000,0.2353371435E-07,0.2511980963E-01
16490.00000000,0.2353323490E-07,0.2500755003E-01
16500.00000000,0.2353275545E-07,0.2489603052E-01
16510.00000000,0.2353227601E-07,0.2478524450E-01
16520.00000000,0.2353179659E-07,0.2467518542E-01
16530.00000000,0.2353131717E-07,0.2456584683E-01
16540.00000000,0.2353083776E-07,0.2445722234E-01
16550.00000000,0.2353035837E-07,0.2434930561E-01
16560.00000000,0.2352987898E-07,0.2424209041E-01
16570.00000000,0.2352939961E-07,0.2413557054E-01
16580.00000000,0.2352892024E-07,0.2402973990E-01
16590.00000000,0.2352844089E-07,0.2392459244E-01
16600.00000000,0.2352796154E-07,0.2382012218E-01
16610.00000000,0.2352748221E-07,0.2371632320E-01
16620.00000000,0.2352700289E-07,0.2361318967E-01
16630.00000000,0.2352652357E-07,0.2351071580E-01
16640.00000000,0.2352604427E-07,0.2340889586E-01
16650.00000000,0.2352556498E-07,0.2330772420E-01
16660.00000000,0.2352508569E-07,0.2320719522E-01
16670.00000000,0.2352460642E-07,0.2310730340E-01
16680.00000000,0.2352412716E-07,0.2300804325E-01
16690.00000000,0.2352364791E-07,0.2290940936E-01
16700.00000000,0.2352316867E-07,0.2281139639E-01
16710.00000000,0.2352268943E-07,0.2271399902E-01
16720.00000000,0.2352221021E-07,0.2261721203E-01
16730.00000000,0.2352173100E-07,0.2252103023E-01
16740.00000000,0.2352125180E-07,0.2242544849E-01
16750.00000000,0.2352077261E-07,0.2233046174E-01
16760.00000000,0.2352029343E-07,0.2223606497E-01
16770.00000000,0.2351981426E-07,0.2214225322E-01
16780.00000000,0.2351933510E-07,0.2204902156E-01
16790.00000000,0.2351885595E-07,0.2195636516E-01
16800.00000000,0.2351837681E-07,0.2186427920E-01
16810.00000000,0.2351789768E-07,0.2177275893E-01
16820.00000000,0.2351741856E-07,0.2168179965E-01
16830.00000000,0.2351693945E-07,0.2159139670E-01
16840.00000000,0.2351646035E-07,0.2150154549E-01
16850.00000000,0.2351598127E-07,0.2141224145E-01
16860.00000000,0.2351550219E-07,0.2132348009E-01
16870.00000000,0.2351502312E-07,0.2123525694E-01
16880.00000000,0.2351454406E-07,0.2114756759E-01
16890.00000000,0.2351406501E-07,0.2106040768E-01
16900.00000000,0.2351358598E-07,0.2097377289E-01
16910.00000000,0.2351310695E-07,0.2088765894E-01
16920.00000000,0.2351262793E-07,0.2080206161E-01
16930.00000000,0.2351214893E-07,0.2071697671E-01
16940.00000000,0.2351166993E-07,0.2063240009E-01
16950.00000000,0.2351119094E-07,0.2054832766E-01
16960.00000000,0.2351071197E-07,0.2046475537E-01
16970.00000000,0.2351023300E-07,0.2038167919E-01
16980.00000000,0.2350975405E-07,0.2029909516E-01
16990.00000000,0.2350927510E-07,0.2021699935E-01
17000.00000000,0.2350879617E-07,0.2013538786E-01
17010.00000000,0.2350831724E-07,0.2005425683E-01
17020.00000000,0.2350783833E-07,0.1997360247E-01
17030.00000000,0.2350735943E-07,0.1989342100E-01
17040.00000000,0.2350688053E-07,0.1981370867E-01
17050.00000000,0.2350640165E-07,0.1973446180E-01
17060.00000000,0.2350592277E-07,0.1965567672E-01
17070.00000000,0.2350544391E-07,0.1957734982E-01
17080.00000000,0.2350496506E-07,0.1949947750E-01
17090.00000000,0.2350448621E-07,0.1942205622E-01
17100.00000000,0.2350400738E-07,0.1934508247E-01
17110.00000000,0.2350352856E-07,0.1926855276E-01
17120.00000000,0.2350304975E-07,0.1919246365E-01
17130.00000000,0.2350257095E-07,0.1911681173E-01
17140.00000000,0.2350209215E-07,0.1904159363E-01
17150.00000000,0.2350161337E-07,0.1896680600E-01
17160.00000000,0.2350113460E-07,0.1889244554E-01
17170.00000000,0.2350065584E-07,0.1881850897E-01
17180.00000000,0.2350017709E-07,0.1874499304E-01
17190.00000000,0.2349969835E-07,0.1867189455E-01
17200.00000000,0.2349921962E-07,0.1859921031E-01
17210.00000000,0.2349874090E-07,0.1852693718E-01
17220.00000000,0.2349826219E-07,0.1845507203E-01
17230.00000000,0.2349778349E-07,0.1838361178E-01
17240.00000000,0.2349730480E-07,0.1831255337E-01
17250.00000000,0.2349682612E-07,0.1824189377E-01
17260.00000000,0.2349634745E-07,0.1817162999E-01
17270.00000000,0.2349586879E-07,0.1810175905E-01
17280.00000000,0.2349539014E-07,0.1803227801E-01
17290.00000000,0.2349491151E-07,0.1796318396E-01
17300.00000000,0.2349443288E-07,0.1789447402E-01
17310.00000000,0.2349395426E-07,0.1782614533E-01
17320.00000000,0.2349347565E-07,0.1775819505E-01
17330.00000000,0.2349299706E-07,0.1769062039E-01
17340.00000000,0.2349251847E-07,0.1762341856E-01
17350.00000000,0.2349203989E-07,0.1755658683E-01
17360.00000000,0.2349156132E-07,0.1749012245E-01
17370.00000000,0.2349108277E-07,0.1742402275E-01
17380.00000000,0.2349060422E-07,0.1735828503E-01
17390.00000000,0.2349012569E-07,0.1729290667E-01
17400.00000000,0.2348964716E-07,0.1722788502E-01
17410.00000000,0.2348916864E-07,0.1716321750E-01
17420.00000000,0.2348869014E-07,0.1709890153E-01
17430.00000000,0.2348821164E-07,0.1703493455E-01
17440.00000000,0.2348773316E-07,0.1697131405E-01
17450.00000000,0.2348725468E-07,0.1690803753E-01
17460.00000000,0.2348677622E-07,0.1684510249E-01
17470.00000000,0.2348629777E-07,0.1678250648E-01
17480.00000000,0.2348581932E-07,0.1672024707E-01
17490.00000000,0.2348534089E-07,0.1665832185E-01
17500.00000000,0.2348486246E-07,0.1659672843E-01
17510.00000000,0.2348438405E-07,0.1653546443E-01
17520.00000000,0.2348390565E-07,0.1647452752E-01
17530.00000000,0.2348342747E-07,0.1641391535E-01
17540.00000000,0.2348294922E-07,0.1635362564E-01
17550.00000000,0.2348247093E-07,0.1629365610E-01
17560.00000000,0.2348199261E-07,0.1623400446E-01
17570.00000000,0.2348151428E-07,0.1617466849E-01
17580.00000000,0.2348103595E-07,0.1611564596E-01
17590.00000000,0.2348055762E-07,0.1605693468E-01
17600.00000000,0.2348007930E-07,0.1599853245E-01
17610.00000000,0.2347960099E-07,0.1594043711E-01
17620.00000000,0.2347912268E-07,0.1588264653E-01
17630.00000000,0.2347864439E-07,0.1582515858E-01
17640.00000000,0.2347816610E-07,0.1576797114E-01
17650.00000000,0.2347768782E-07,0.1571108214E-01
17660.00000000,0.2347720956E-07,0.1565448951E-01
17670.00000000,0.2347673130E-07,0.1559819119E-01
17680.00000000,0.2347625306E-07,0.1554218516E-01
17690.00000000,0.2347577482E-07,0.1548646939E-01
17700.00000000,0.2347529660E-07,0.1543104190E-01
17710.00000000,0.2347481838E-07,0.1537590070E-01
17720.00000000,0.2347434018E-07,0.1532104382E-01
17730.00000000,0.2347386198E-07,0.1526646933E-01
17740.00000000,0.2347338380E-07,0.1521217530E-01
17750.00000000,0.2347290562E-07,0.1515815982E-01
17760.00000000,0.2347242746E-07,0.1510442098E-01
17770.00000000,0.2347194930E-07,0.1505095691E-01
17780.00000000,0.2347147116E-07,0.1499776575E-01
17790.00000000,0.2347099302E-07,0.1494484566E-01
17800.00000000,0.2347051490E-07,0.1489219479E-01
17810.00000000,0.2347003678E-07,0.1483981134E-01
17820.00000000,0.2346955868E-07,0.1478769351E-01
17830.00000000,0.2346908058E-07,0.1473583951E-01
17840.00000000,0.2346860250E-07,0.1468424757E-01
17850.00000000,0.2346812443E-07,0.1463291594E-01
17860.00000000,0.2346764636E-07,0.1458184288E-01
17870.00000000,0.2346716831E-07,0.1453102667E-01
17880.00000000,0.2346669027E-07,0.1448046559E-01
17890.00000000,0.2346621223E-07,0.1443015794E-01
17900.00000000,0.2346573421E-07,0.1438010206E-01
17910.00000000,0.2346525620E-07,0.1433029626E-01
17920.00000000,0.2346477819E-07,0.1428073890E-01
17930.00000000,0.2346430020E-07,0.1423142834E-01
17940.00000000,0.2346382222E-07,0.1418236294E-01
17950.00000000,0.2346334425E-07,0.1413354111E-01
17960.00000000,0.2346286628E-07,0.1408496123E-01
17970.00000000,0.2346238833E-07,0.1403662172E-01
17980.00000000,0.2346191039E-07,0.1398852101E-01
17990.00000000,0.2346143246E-07,0.1394065754E-01
18000.00000000,0.2346095454E-07,0.1389302976E-01
18010.00000000,0.2346047663E-07,0.1384563614E-01
18020.00000000,0.2345999873E-07,0.1379847515E-01
18030.00000000,0.2345952084E-07,0.1375154528E-01
18040.00000000,0.2345904296E-07,0.1370484505E-01
18050.00000000,0.2345856509E-07,0.1365837296E-01
18060.00000000,0.2345808723E-07,0.1361212753E-01
18070.00000000,0.2345760938E-07,0.1356610732E-01
18080.00000000,0.2345713154E-07,0.1352031086E-01
18090.00000000,0.2345665371E-07,0.1347473673E-01
18100.00000000,0.2345617589E-07,0.1342938349E-01
18110.00000000,0.2345569808E-07,0.1338424973E-01
18120.00000000,0.2345522028E-07,0.1333933405E-01
18130.00000000,0.2345474249E-07,0.1329463506E-01
18140.00000000,0.2345426471E-07,0.1325015137E-01
18150.00000000,0.2345378695E-07,0.1320588161E-01
18160.00000000,0.2345330919E-07,0.1316182444E-01
18170.00000000,0.2345283144E-07,0.1311797849E-01
18180.00000000,0.2345235371E-07,0.1307434243E-01
18190.00000000,0.2345187598E-07,0.1303091493E-01
18200.00000000,0.2345139826E-07,0.1298769468E-01
18210.00000000,0.2345092056E-07,0.1294468037E-01
18220.00000000,0.2345044286E-07,0.1290187071E-01
18230.00000000,0.2344996518E-07,0.1285926440E-01
18240.00000000,0.2344948750E-07,0.1281686018E-01
18250.00000000,0.2344900984E-07,0.1277465678E-01
18260.00000000,0.2344853218E-07,0.1273265294E-01
18270.00000000,0.2344805454E-07,0.1269084742E-01
18280.00000000,0.2344757691E-07,0.1264923899E-01
18290.00000000,0.2344709928E-07,0.1260782640E-01
18300.00000000,0.2344662167E-07,0.1256660846E-01
18310.00000000,0.2344614407E-07,0.1252558394E-01
18320.00000000,0.2344566648E-07,0.1248475166E-01
18330.00000000,0.2344518889E-07,0.1244411041E-01
18340.00000000,0.2344471132E-07,0.1240365904E-01
18350.00000000,0.2344423376E-07,0.1236339635E-01
18360.00000000,0.2344375621E-07,0.1232332120E-01
18370.00000000,0.2344327867E-07,0.1228343242E-01
18380.00000000,0.2344280114E-07,0.1224372887E-01
18390.00000000,0.2344232362E-07,0.1220420943E-01
18400.00000000,0.2344184611E-07,0.1216487295E-01
18410.00000000,0.2344136861E-07,0.1212571833E-01
18420.00000000,0.2344089112E-07,0.1208674446E-01
18430.00000000,0.2344041364E-07,0.1204795022E-01
18440.00000000,0.2343993618E-07,0.1200933454E-01
18450.00000000,0.2343945872E-07,0.1197089632E-01
18460.00000000,0.2343898127E-07,0.1193263449E-01
18470.00000000,0.2343850384E-07,0.1189454798E-01
18480.00000000,0.2343802641E-07,0.1185663573E-01
18490.00000000,0.2343754899E-07,0.1181889668E-01
18500.00000000,0.2343707159E-07,0.1178132980E-01
18510.00000000,0.2343659419E-07,0.1174393405E-01
18520.00000000,0.2343611681E-07,0.1170670840E-01
18530.00000000,0.2343563943E-07,0.1166965182E-01
18540.00000000,0.2343516207E-07,0.1163276330E-01
18550.00000000,0.2343468471E-07,0.1159604184E-01
18560.00000000,0.2343420737E-07,0.1155948644E-01
18570.00000000,0.2343373003E-07,0.1152309611E-01
18580.00000000,0.2343325271E-07,0.1148686986E-01
18590.00000000,0.2343277540E-07,0.1145080671E-01
18600.00000000,0.2343229809E-07,0.1141490571E-01
18610.00000000,0.2343182080E-07,0.1137916587E-01
18620.00000000,0.2343134352E-07,0.1134358626E-01
18630.00000000,0.2343086625E-07,0.1130816592E-01
18640.00000000,0.2343038899E-07,0.1127290391E-01
18650.00000000,0.2342991174E-07,0.1123779929E-01
18660.00000000,0.2342943449E-07,0.1120285114E-01
18670.00000000,0.2342895726E-07,0.1116805854E-01
18680.00000000,0.2342848004E-07,0.1113342057E-01
18690.00000000,0.2342800283E-07,0.1109893633E-01
18700.00000000,0.2342752563E-07,0.1106460492E-01
18710.00000000,0.2342704844E-07,0.1103042543E-01
18720.00000000,0.2342657126E-07,0.1099639699E-01
18730.00000000,0.2342609409E-07,0.1096251871E-01
18740.00000000,0.2342561694E-07,0.1092878971E-01
18750.00000000,0.2342513979E-07,0.1089520914E-01
18760.00000000,0.2342466265E-07,0.1086177611E-01
18770.00000000,0.2342418552E-07,0.1082848979E-01
18780.00000000,0.2342370840E-07,0.1079534932E-01
18790.00000000,0.2342323129E-07,0.1076235385E-01
18800.00000000,0.2342275420E-07,0.1072950255E-01
18810.00000000,0.2342227711E-07,0.1069679458E-01
18820.00000000,0.2342180003E-07,0.1066422912E-01
18830.00000000,0.2342132297E-07,0.1063180535E-01
18840.00000000,0.2342084591E-07,0.1059952245E-01
18850.00000000,0.2342036886E-07,0.1056737962E-01
18860.00000000,0.2341989183E-07,0.1053537605E-01
18870.00000000,0.2341941480E-07,0.1050351095E-01
18880.00000000,0.2341893779E-07,0.1047178352E-01
18890.00000000,0.2341846078E-07,0.1044019298E-01
18900.00000000,0.2341798378E-07,0.1040873855E-01
18910.00000000,0.2341750680E-07,0.1037741945E-01
18920.00000000,0.2341702982E-07,0.1034623491E-01
18930.00000000,0.2341655286E-07,0.1031518417E-01
18940.00000000,0.2341607591E-07,0.1028426648E-01
18950.00000000,0.2341559896E-07,0.1025348107E-01
18960.00000000,0.2341512203E-07,0.1022282719E-01
18970.00000000,0.2341464510E-07,0.1019230412E-01
18980.00000000,0.2341416819E-07,0.1016191110E-01
18990.00000000,0.2341369129E-07,0.1013164741E-01
19000.00000000,0.2341321439E-07,0.1010151232E-01
19010.00000000,0.2341273751E-07,0.1007150511E-01
19020.00000000,0.2341226064E-07,0.1004162505E-01
19030.00000000,0.2341178378E-07,0.1001187144E-01
19040.00000000,0.2341130692E-07,0.9982243569E-02
19050.00000000,0.2341083008E-07,0.9952740735E-02
19060.00000000,0.2341035325E-07,0.9923362239E-02
19070.00000000,0.2340987643E-07,0.9894107389E-02
19080.00000000,0.2340939962E-07,0.9864975496E-02
19090.00000000,0.2340892282E-07,0.9835965878E-02
19100.00000000,0.2340844602E-07,0.9807077855E-02
19110.00000000,0.2340796924E-07,0.9778310754E-02
19120.00000000,0.2340749247E-07,0.9749663904E-02
19130.00000000,0.2340701571E-07,0.9721136642E-02
19140.00000000,0.2340653896E-07,0.9692728307E-02
19150.00000000,0.2340606222E-07,0.9664438243E-02
19160.00000000,0.2340558549E-07,0.9636265798E-02
19170.00000000,0.2340510877E-07,0.9608210327E-02
19180.00000000,0.2340463206E-07,0.9580271185E-02
19190.00000000,0.2340415536E-07,0.9552447736E-02
19200.00000000,0.2340367867E-07,0.9524739345E-02
19210.00000000,0.2340320200E-07,0.9497145383E-02
19220.00000000,0.2340272533E-07,0.9469665224E-02
19230.00000000,0.2340224867E-07,0.9442298248E-02
19240.00000000,0.2340177202E-07,0.9415043837E-02
19250.00000000,0.2340129538E-07,0.9387901380E-02
19260.00000000,0.2340081875E-07,0.9360870267E-02
19270.00000000,0.2340034214E-07,0.9333949894E-02
19280.00000000,0.2339986553E-07,0.9307139660E-02
19290.00000000,0.2339938893E-07,0.9280438970E-02
19300.00000000,0.2339891234E-07,0.9253847231E-02
19310.00000000,0.2339843577E-07,0.9227363854E-02
19320.00000000,0.2339795920E-07,0.9200988255E-02
19330.00000000,0.2339748264E-07,0.9174719853E-02
19340.00000000,0.2339700610E-07,0.9148558071E-02
19350.00000000,0.2339652956E-07,0.9122502338E-02
19360.00000000,0.2339605303E-07,0.9096552083E-02
19370.00000000,0.2339557652E-07,0.9070706742E-02
19380.00000000,0.2339510001E-07,0.9044965752E-02
19390.00000000,0.2339462352E-07,0.9019328557E-02
19400.00000000,0.2339414703E-07,0.8993794602E-02
19410.00000000,0.2339367056E-07,0.8968363336E-02
19420.00000000,0.2339319409E-07,0.8943034213E-02
19430.00000000,0.2339271764E-07,0.8917806690E-02
19440.00000000,0.2339224119E-07,0.8892680226E-02
19450.00000000,0.2339176476E-07,0.8867654286E-02
19460.00000000,0.2339128833E-07,0.8842728338E-02
19470.00000000,0.2339081192E-07,0.8817901852E-02
19480.00000000,0.2339033551E-07,0.8793174303E-02
19490.00000000,0.2338985912E-07,0.8768545168E-02
19500.00000000,0.2338938274E-07,0.8744013929E-02
19510.00000000,0.2338890636E-07,0.8719580071E-02
19520.00000000,0.2338843000E-07,0.8695243081E-02
19530.00000000,0.2338795365E-07,0.8671002452E-02
19540.00000000,0.2338747730E-07,0.8646857677E-02
19550.00000000,0.2338700097E-07,0.8622808255E-02
19560.00000000,0.2338652465E-07,0.8598853687E-02
19570.00000000,0.2338604833E-07,0.8574993477E-02
19580.00000000,0.2338557203E-07,0.8551227134E-02
19590.00000000,0.2338509574E-07,0.8527554167E-02
19600.00000000,0.2338461946E-07,0.8503974092E-02
19610.00000000,0.2338414319E-07,0.8480486425E-02
19620.00000000,0.2338366692E-07,0.8457090687E-02
19630.00000000,0.2338319067E-07,0.8433786400E-02
19640.00000000,0.2338271443E-07,0.8410573093E-02
19650.00000000,0.2338223820E-07,0.8387450293E-02
19660.00000000,0.2338176198E-07,0.8364417535E-02
19670.00000000,0.2338128577E-07,0.8341474352E-02
19680.00000000,0.2338080957E-07,0.8318620284E-02
19690.00000000,0.2338033338E-07,0.8295854873E-02
19700.00000000,0.2337985720E-07,0.8273177662E-02
19710.00000000,0.2337938103E-07,0.8250588199E-02
19720.00000000,0.2337890487E-07,0.8228086034E-02
19730.00000000,0.2337842872E-07,0.8205670721E-02
19740.00000000,0.2337795258E-07,0.8183341815E-02
19750.00000000,0.2337747645E-07,0.8161098876E-02
19760.00000000,0.2337700033E-07,0.8138941464E-02
19770.00000000,0.2337652422E-07,0.8116869144E-02
19780.00000000,0.2337604812E-07,0.8094881483E-02
19790.00000000,0.2337557203E-07,0.8072978051E-02
19800.00000000,0.2337509595E-07,0.8051158421E-02
19810.00000000,0.2337461989E-07,0.8029422168E-02
19820.00000000,0.2337414383E-07,0.8007768870E-02
19830.00000000,0.2337366778E-07,0.7986198107E-02
19840.00000000,0.2337319174E-07,0.7964709464E-02
19850.00000000,0.2337271571E-07,0.7943302525E-02
19860.00000000,0.2337223970E-07,0.7921976879E-02
19870.00000000,0.2337176369E-07,0.7900732118E-02
19880.00000000,0.2337128769E-07,0.7879567835E-02
19890.00000000,0.2337081171E-07,0.7858483626E-02
19900.00000000,0.2337033573E-07,0.7837479090E-02
19910.00000000,0.2336985976E-07,0.7816553828E-02
19920.00000000,0.2336938381E-07,0.7795707444E-02
19930.00000000,0.2336890786E-07,0.7774939545E-02
19940.00000000,0.2336843192E-07,0.7754249738E-02
19950.00000000,0.2336795600E-07,0.7733637636E-02
19960.00000000,0.2336748008E-07,0.7713102850E-02
19970.00000000,0.2336700417E-07,0.7692644999E-02
19980.00000000,0.2336652828E-07,0.7672263698E-02
19990.00000000,0.2336605239E-07,0.7651958571E-02
20000.00000000,0.2336557652E-07,0.7631729238E-02
20010.00000000,0.2336510065E-07,0.7611575327E-02
20020.00000000,0.2336462480E-07,0.7591496464E-02
20030.00000000,0.2336414895E-07,0.7571492279E-02
20040.00000000,0.2336367312E-07,0.7551562405E-02
20050.00000000,0.2336319729E-07,0.7531706476E-02
20060.00000000,0.2336272148E-07,0.7511924129E-02
20070.00000000,0.2336224568E-07,0.7492215003E-02
20080.00000000,0.2336176988E-07,0.7472578739E-02
20090.00000000,0.2336129410E-07,0.7453014980E-02
20100.00000000,0.2336081832E-07,0.7433523373E-02
20110.00000000,0.2336034256E-07,0.7414103564E-02
20120.00000000,0.2335986681E-07,0.7394755204E-02
20130.00000000,0.2335939106E-07,0.7375477945E-02
20140.00000000,0.2335891533E-07,0.7356271441E-02
20150.00000000,0.2335843961E-07,0.7337135349E-02
20160.00000000,0.2335796390E-07,0.7318069326E-02
20170.00000000,0.2335748819E-07,0.7299073033E-02
20180.00000000,0.2335701250E-07,0.7280146132E-02
20190.00000000,0.2335653682E-07,0.7261288289E-02
20200.00000000,0.2335606115E-07,0.7242499170E-02
20210.00000000,0.2335558548E-07,0.7223778443E-02
20220.00000000,0.2335510983E-07,0.7205125779E-02
20230.00000000,0.2335463419E-07,0.7186540850E-02
20240.00000000,0.2335415856E-07,0.7168023332E-02
20250.00000000,0.2335368294E-07,0.7149572900E-02
20260.00000000,0.2335320733E-07,0.7131189233E-02
20270.00000000,0.2335273173E-07,0.7112872012E-02
20280.00000000,0.2335225614E-07,0.7094620919E-02
20290.00000000,0.2335178056E-07,0.7076435638E-02
20300.00000000,0.2335130498E-07,0.7058315855E-02
20310.00000000,0.2335082942E-07,0.7040261258E-02
20320.00000000,0.2335035387E-07,0.7022271538E-02
20330.00000000,0.2334987833E-07,0.7004346385E-02
20340.00000000,0.2334940280E-07,0.6986485494E-02
20350.00000000,0.2334892728E-07,0.6968688559E-02
20360.00000000,0.2334845177E-07,0.6950955279E-02
20370.00000000,0.2334797628E-07,0.6933285351E-02
20380.00000000,0.2334750079E-07,0.6915678478E-02
20390.00000000,0.2334702531E-07,0.6898134360E-02
20400.00000000,0.2334654984E-07,0.6880652704E-02
20410.00000000,0.2334607438E-07,0.6863233214E-02
20420.00000000,0.2334559893E-07,0.6845875598E-02
20430.00000000,0.2334512349E-07,0.6828579567E-02
20440.00000000,0.2334464806E-07,0.6811344831E-02
20450.00000000,0.2334417265E-07,0.6794171103E-02
20460.00000000,0.2334369724E-07,0.6777058099E-02
20470.00000000,0.2334322184E-07,0.6760005533E-02
20480.00000000,0.2334274645E-07,0.6743013125E-02
20490.00000000,0.2334227107E-07,0.6726080594E-02
20500.00000000,0.2334179571E-07,0.6709207661E-02
20510.00000000,0.2334132035E-07,0.6692394049E-02
20520.00000000,0.2334084500E-07,0.6675639483E-02
20530.00000000,0.2334036967E-07,0.6658943688E-02
20540.00000000,0.2333989434E-07,0.6642306393E-02
20550.00000000,0.2333941902E-07,0.6625727327E-02
20560.00000000,0.2333894372E-07,0.6609206221E-02
20570.00000000,0.2333846842E-07,0.6592742807E-02
20580.00000000,0.2333799313E-07,0.6576336819E-02
20590.00000000,0.2333751786E-07,0.6559987993E-02
20600.00000000,0.2333704259E-07,0.6543696066E-02
20610.00000000,0.2333656733E-07,0.6527460776E-02
20620.00000000,0.2333609209E-07,0.6511281864E-02
20630.00000000,0.2333561685E-07,0.6495159071E-02
20640.00000000,0.2333514163E-07,0.6479092141E-02
20650.00000000,0.2333466641E-07,0.6463080818E-02
20660.00000000,0.2333419121E-07,0.6447124848E-02
20670.00000000,0.2333371601E-07,0.6431223978E-02
20680.00000000,0.2333324083E-07,0.6415377958E-02
20690.00000000,0.2333276565E-07,0.6399586538E-02
20700.00000000,0.2333229049E-07,0.6383849470E-02
20710.00000000,0.2333181534E-07,0.6368166507E-02
20720.00000000,0.2333134019E-07,0.6352537404E-02
20730.00000000,0.2333086506E-07,0.6336961916E-02
20740.00000000,0.2333038993E-07,0.6321439803E-02
20750.00000000,0.2332991482E-07,0.6305970821E-02
20760.00000000,0.2332943972E-07,0.6290554732E-02
20770.00000000,0.2332896462E-07,0.6275191296E-02
20780.00000000,0.2332848954E-07,0.6259880278E-02
20790.00000000,0.2332801447E-07,0.6244621441E-02
20800.00000000,0.2332753940E-07,0.6229414551E-02
20810.00000000,0.2332706435E-07,0.6214259374E-02
20820.00000000,0.2332658931E-07,0.6199155680E-02
20830.00000000,0.2332611427E-07,0.6184103237E-02
20840.00000000,0.2332563925E-07,0.6169101817E-02
20850.00000000,0.2332516424E-07,0.6154151192E-02
20860.00000000,0.2332468924E-07,0.6139251134E-02
20870.00000000,0.2332421425E-07,0.6124401420E-02
20880.00000000,0.2332373926E-07,0.6109601824E-02
20890.00000000,0.2332326429E-07,0.6094852124E-02
20900.00000000,0.2332278933E-07,0.6080152099E-02
20910.00000000,0.2332231438E-07,0.6065501528E-02
20920.00000000,0.2332183944E-07,0.6050900193E-02
20930.00000000,0.2332136451E-07,0.6036347874E-02
20940.00000000,0.2332088959E-07,0.6021844357E-02
20950.00000000,0.2332041467E-07,0.6007389425E-02
20960.00000000,0.2331993977E-07,0.5992982864E-02
20970.00000000,0.2331946488E-07,0.5978624461E-02
20980.00000000,0.2331899000E-07,0.5964314004E-02
20990.00000000,0.2331851513E-07,0.5950051283E-02
21000.00000000,0.2331804027E-07,0.5935836088E-02
21010.00000000,0.2331756542E-07,0.5921668211E-02
21020.00000000,0.2331709058E-07,0.5907547445E-02
21030.00000000,0.2331661575E-07,0.5893473583E-02
21040.00000000,0.2331614093E-07,0.5879446421E-02
21050.00000000,0.2331566612E-07,0.5865465754E-02
21060.00000000,0.2331519132E-07,0.5851531381E-02
21070.00000000,0.2331471654E-07,0.5837643100E-02
21080.00000000,0.2331424176E-07,0.5823800709E-02
21090.00000000,0.2331376699E-07,0.5810004011E-02
21100.00000000,0.2331329223E-07,0.5796252806E-02
21110.00000000,0.2331281748E-07,0.5782546897E-02
