time,OBS1,OBS2
5310.000000000,0.5793654645E-07,0.2290623307E-01
5320.000000000,0.5648556761E-07,0.2326867407E-01
5330.000000000,0.5509672704E-07,0.2362823055E-01
5340.000000000,0.5376736252E-07,0.2398463147E-01
5350.000000000,0.5249492591E-07,0.2433760652E-01
5360.000000000,0.5127697826E-07,0.2468688652E-01
5370.000000000,0.5011118511E-07,0.2503220378E-01
5380.000000000,0.4899531203E-07,0.2537329243E-01
5390.000000000,0.4792722034E-07,0.2570988882E-01
5400.000000000,0.4690486299E-07,0.2604173185E-01
5410.000000000,0.4592628063E-07,0.2636856337E-01
5420.000000000,0.4498959787E-07,0.2669012849E-01
5430.000000000,0.4409301968E-07,0.2700617594E-01
5440.000000000,0.4323482792E-07,0.2731645844E-01
5450.000000000,0.4241337809E-07,0.2762073302E-01
5460.000000000,0.4162709613E-07,0.2791876133E-01
5470.000000000,0.4087447543E-07,0.2821031002E-01
5480.000000000,0.4015407392E-07,0.2849515101E-01
5490.000000000,0.3946451132E-07,0.2877306183E-01
5500.000000000,0.3880446650E-07,0.2904382588E-01
5510.000000000,0.3817267492E-07,0.2930723278E-01
5520.000000000,0.3756792622E-07,0.2956307862E-01
5530.000000000,0.3698906188E-07,0.2981116622E-01
5540.000000000,0.3643497305E-07,0.3005130541E-01
5550.000000000,0.3590459836E-07,0.3028331328E-01
5560.000000000,0.3539692191E-07,0.3050701439E-01
5570.000000000,0.3491097135E-07,0.3072224102E-01
5580.000000000,0.3444581596E-07,0.3092883339E-01
5590.000000000,0.3400056491E-07,0.3112663982E-01
5600.000000000,0.3357436553E-07,0.3131551696E-01
5610.000000000,0.3316640168E-07,0.3149532991E-01
5620.000000000,0.3277589218E-07,0.3166595244E-01
5630.000000000,0.3240208933E-07,0.3182726706E-01
5640.000000000,0.3204427745E-07,0.3197916521E-01
5650.000000000,0.3170177152E-07,0.3212154734E-01
5660.000000000,0.3137391587E-07,0.3225432303E-01
5670.000000000,0.3106008293E-07,0.3237741104E-01
5680.000000000,0.3075967201E-07,0.3249073941E-01
5690.000000000,0.3047210813E-07,0.3259424551E-01
5700.000000000,0.3019684098E-07,0.3268787604E-01
5710.000000000,0.2993334380E-07,0.3277158712E-01
5720.000000000,0.2968111240E-07,0.3284534425E-01
5730.000000000,0.2943966420E-07,0.3290912229E-01
5740.000000000,0.2920853729E-07,0.3296290551E-01
5750.000000000,0.2898728953E-07,0.3300668746E-01
5760.000000000,0.2877549774E-07,0.3304047101E-01
5770.000000000,0.2857275687E-07,0.3306426820E-01
5780.000000000,0.2837867920E-07,0.3307810025E-01
5790.000000000,0.2819289365E-07,0.3308199739E-01
5800.000000000,0.2801504502E-07,0.3307599879E-01
5810.000000000,0.2784479332E-07,0.3306015245E-01
5820.000000000,0.2768181313E-07,0.3303451506E-01
5830.000000000,0.2752579298E-07,0.3299915184E-01
5840.000000000,0.2737643473E-07,0.3295413641E-01
5850.000000000,0.2723345302E-07,0.3289955062E-01
5860.000000000,0.2709657470E-07,0.3283548435E-01
5870.000000000,0.2696553835E-07,0.3276203535E-01
5880.000000000,0.2684009371E-07,0.3267930903E-01
5890.000000000,0.2672000127E-07,0.3258741825E-01
5900.000000000,0.2660503177E-07,0.3248648311E-01
5910.000000000,0.2649496578E-07,0.3237663072E-01
5920.000000000,0.2638959324E-07,0.3225799498E-01
5930.000000000,0.2628871313E-07,0.3213071631E-01
5940.000000000,0.2619213300E-07,0.3199494144E-01
5950.000000000,0.2609966868E-07,0.3185082314E-01
5960.000000000,0.2601114387E-07,0.3169851995E-01
5970.000000000,0.2592638982E-07,0.3153819595E-01
5980.000000000,0.2584524501E-07,0.3137002045E-01
5990.000000000,0.2576755485E-07,0.3119416774E-01
6000.000000000,0.2569317137E-07,0.3101081681E-01
6010.000000000,0.2562195292E-07,0.3082015108E-01
6020.000000000,0.2555376394E-07,0.3062235812E-01
6030.000000000,0.2548847466E-07,0.3041762933E-01
6040.000000000,0.2542596087E-07,0.3020615972E-01
6050.000000000,0.2536610371E-07,0.2998814755E-01
6060.000000000,0.2530878936E-07,0.2976379413E-01
6070.000000000,0.2525390893E-07,0.2953330347E-01
6080.000000000,0.2520135814E-07,0.2929688200E-01
6090.000000000,0.2515103723E-07,0.2905473835E-01
6100.000000000,0.2510285067E-07,0.2880708299E-01
6110.000000000,0.2505670705E-07,0.2855412799E-01
6120.000000000,0.2501251886E-07,0.2829608678E-01
6130.000000000,0.2497020234E-07,0.2803317380E-01
6140.000000000,0.2492967733E-07,0.2776560430E-01
6150.000000000,0.2489086710E-07,0.2749359404E-01
6160.000000000,0.2485369818E-07,0.2721735904E-01
6170.000000000,0.2481810029E-07,0.2693711534E-01
6180.000000000,0.2478400613E-07,0.2665307873E-01
6190.000000000,0.2475135129E-07,0.2636546451E-01
6200.000000000,0.2472007413E-07,0.2607448726E-01
6210.000000000,0.2469011563E-07,0.2578036060E-01
6220.000000000,0.2466141931E-07,0.2548329698E-01
6230.000000000,0.2463393112E-07,0.2518350745E-01
6240.000000000,0.2460759930E-07,0.2488120143E-01
6250.000000000,0.2458237433E-07,0.2457658654E-01
6260.000000000,0.2455820879E-07,0.2426986838E-01
6270.000000000,0.2453505732E-07,0.2396125037E-01
6280.000000000,0.2451287647E-07,0.2365093349E-01
6290.000000000,0.2449162467E-07,0.2333911622E-01
6300.000000000,0.2447126214E-07,0.2302599427E-01
6310.000000000,0.2445175078E-07,0.2271176049E-01
6320.000000000,0.2443305413E-07,0.2239660466E-01
6330.000000000,0.2441513731E-07,0.2208071342E-01
6340.000000000,0.2439796690E-07,0.2176427007E-01
6350.000000000,0.2438151094E-07,0.2144745447E-01
6360.000000000,0.2436573883E-07,0.2113044292E-01
6370.000000000,0.2435062128E-07,0.2081340805E-01
6380.000000000,0.2433613025E-07,0.2049651872E-01
6390.000000000,0.2432223891E-07,0.2017993991E-01
6400.000000000,0.2430892158E-07,0.1986383267E-01
6410.000000000,0.2429615366E-07,0.1954835399E-01
6420.000000000,0.2428391164E-07,0.1923365676E-01
6430.000000000,0.2427217297E-07,0.1891988971E-01
6440.000000000,0.2426091611E-07,0.1860719735E-01
6450.000000000,0.2425012041E-07,0.1829571990E-01
6460.000000000,0.2423976614E-07,0.1798559329E-01
6470.000000000,0.2422983437E-07,0.1767694909E-01
6480.000000000,0.2422030701E-07,0.1736991448E-01
6490.000000000,0.2421116675E-07,0.1706461228E-01
6500.000000000,0.2420239700E-07,0.1676116087E-01
6510.000000000,0.2419398190E-07,0.1645967424E-01
6520.000000000,0.2418590625E-07,0.1616026195E-01
6530.000000000,0.2417815552E-07,0.1586302915E-01
6540.000000000,0.2417071578E-07,0.1556807658E-01
6550.000000000,0.2416357373E-07,0.1527550063E-01
6560.000000000,0.2415671661E-07,0.1498539328E-01
6570.000000000,0.2415013222E-07,0.1469784223E-01
6580.000000000,0.2414380887E-07,0.1441293083E-01
6590.000000000,0.2413773539E-07,0.1413073819E-01
6600.000000000,0.2413190108E-07,0.1385133919E-01
6610.000000000,0.2412629568E-07,0.1357480454E-01
6620.000000000,0.2412090941E-07,0.1330120081E-01
6630.000000000,0.2411573286E-07,0.1303059050E-01
6640.000000000,0.2411075707E-07,0.1276303211E-01
6650.000000000,0.2410597343E-07,0.1249858015E-01
6660.000000000,0.2410137371E-07,0.1223728528E-01
6670.000000000,0.2409695004E-07,0.1197919431E-01
6680.000000000,0.2409269487E-07,0.1172435030E-01
6690.000000000,0.2408860099E-07,0.1147279263E-01
6700.000000000,0.2408466150E-07,0.1122455708E-01
6710.000000000,0.2408086977E-07,0.1097967590E-01
6720.000000000,0.2407721949E-07,0.1073817788E-01
6730.000000000,0.2407370459E-07,0.1050008846E-01
6740.000000000,0.2407031927E-07,0.1026542977E-01
6750.000000000,0.2406705799E-07,0.1003422075E-01
6760.000000000,0.2406391544E-07,0.9806477230E-02
6770.000000000,0.2406088652E-07,0.9582211998E-02
6780.000000000,0.2405796638E-07,0.9361434900E-02
6790.000000000,0.2405515035E-07,0.9144152925E-02
6800.000000000,0.2405243398E-07,0.8930370294E-02
6810.000000000,0.2404981299E-07,0.8720088548E-02
6820.000000000,0.2404728331E-07,0.8513306635E-02
6830.000000000,0.2404484102E-07,0.8310021002E-02
6840.000000000,0.2404248238E-07,0.8110225681E-02
6850.000000000,0.2404020380E-07,0.7913912377E-02
6860.000000000,0.2403800187E-07,0.7721070560E-02
6870.000000000,0.2403587329E-07,0.7531687548E-02
6880.000000000,0.2403381493E-07,0.7345748597E-02
6890.000000000,0.2403182378E-07,0.7163236986E-02
6900.000000000,0.2402989695E-07,0.6984134105E-02
6910.000000000,0.2402803170E-07,0.6808419534E-02
6920.000000000,0.2402622540E-07,0.6636071135E-02
6930.000000000,0.2402447550E-07,0.6467065127E-02
6940.000000000,0.2402277961E-07,0.6301376172E-02
6950.000000000,0.2402113540E-07,0.6138977454E-02
6960.000000000,0.2401954066E-07,0.5979840757E-02
6970.000000000,0.2401799328E-07,0.5823936544E-02
6980.000000000,0.2401649123E-07,0.5671234035E-02
6990.000000000,0.2401503256E-07,0.5521701275E-02
7000.000000000,0.2401361542E-07,0.5375305215E-02
7010.000000000,0.2401223804E-07,0.5232011780E-02
7020.000000000,0.2401089870E-07,0.5091785937E-02
7030.000000000,0.2400959578E-07,0.4954591769E-02
7040.000000000,0.2400832771E-07,0.4820392534E-02
7050.000000000,0.2400709302E-07,0.4689150740E-02
7060.000000000,0.2400589026E-07,0.4560828197E-02
7070.000000000,0.2400471808E-07,0.4435386088E-02
7080.000000000,0.2400357516E-07,0.4312785022E-02
7090.000000000,0.2400246024E-07,0.4192985099E-02
7100.000000000,0.2400137214E-07,0.4075945957E-02
7110.000000000,0.2400030970E-07,0.3961626836E-02
7120.000000000,0.2399927182E-07,0.3849986624E-02
7130.000000000,0.2399825746E-07,0.3740983911E-02
7140.000000000,0.2399726560E-07,0.3634577038E-02
7150.000000000,0.2399629528E-07,0.3530724142E-02
7160.000000000,0.2399534558E-07,0.3429383205E-02
7170.000000000,0.2399441562E-07,0.3330512097E-02
7180.000000000,0.2399350455E-07,0.3234068616E-02
7190.000000000,0.2399261157E-07,0.3140010531E-02
7200.000000000,0.2399173589E-07,0.3048295619E-02
7210.000000000,0.2399087678E-07,0.2958881704E-02
7220.000000000,0.2399003353E-07,0.2871726691E-02
7230.000000000,0.2398920547E-07,0.2786788602E-02
7240.000000000,0.2398839193E-07,0.2704025604E-02
7250.000000000,0.2398759230E-07,0.2623396044E-02
7260.000000000,0.2398680599E-07,0.2544858479E-02
7270.000000000,0.2398603242E-07,0.2468371697E-02
7280.000000000,0.2398527104E-07,0.2393894751E-02
7290.000000000,0.2398452135E-07,0.2321386981E-02
7300.000000000,0.2398378283E-07,0.2250808035E-02
7310.000000000,0.2398305501E-07,0.2182117894E-02
7320.000000000,0.2398233743E-07,0.2115276893E-02
7330.000000000,0.2398162966E-07,0.2050245738E-02
7340.000000000,0.2398093126E-07,0.1986985526E-02
7350.000000000,0.2398024185E-07,0.1925457761E-02
7360.000000000,0.2397956104E-07,0.1865624372E-02
7370.000000000,0.2397888845E-07,0.1807447722E-02
7380.000000000,0.2397822375E-07,0.1750890630E-02
7390.000000000,0.2397756658E-07,0.1695916376E-02
7400.000000000,0.2397691664E-07,0.1642488713E-02
7410.000000000,0.2397627360E-07,0.1590571884E-02
7420.000000000,0.2397563718E-07,0.1540130623E-02
7430.000000000,0.2397500708E-07,0.1491130168E-02
7440.000000000,0.2397438305E-07,0.1443536266E-02
7450.000000000,0.2397376482E-07,0.1397315184E-02
7460.000000000,0.2397315215E-07,0.1352433710E-02
7470.000000000,0.2397254479E-07,0.1308859158E-02
7480.000000000,0.2397194251E-07,0.1266559377E-02
7490.000000000,0.2397134511E-07,0.1225502748E-02
7500.000000000,0.2397075238E-07,0.1185658192E-02
7510.000000000,0.2397016410E-07,0.1146995170E-02
7520.000000000,0.2396958010E-07,0.1109483682E-02
7530.000000000,0.2396900019E-07,0.1073094272E-02
7540.000000000,0.2396842420E-07,0.1037798026E-02
7550.000000000,0.2396785195E-07,0.1003566569E-02
7560.000000000,0.2396728330E-07,0.9703720710E-03
7570.000000000,0.2396671807E-07,0.9381872375E-03
7580.000000000,0.2396615614E-07,0.9069853130E-03
7590.000000000,0.2396559736E-07,0.8767400763E-03
7600.000000000,0.2396504158E-07,0.8474258384E-03
7610.000000000,0.2396448870E-07,0.8190174390E-03
7620.000000000,0.2396393857E-07,0.7914902431E-03
7630.000000000,0.2396339109E-07,0.7648201365E-03
7640.000000000,0.2396284614E-07,0.7389835223E-03
7650.000000000,0.2396230362E-07,0.7139573156E-03
7660.000000000,0.2396176341E-07,0.6897189389E-03
7670.000000000,0.2396122543E-07,0.6662463168E-03
7680.000000000,0.2396068957E-07,0.6435178707E-03
7690.000000000,0.2396015575E-07,0.6215125131E-03
7700.000000000,0.2395962387E-07,0.6002096416E-03
7710.000000000,0.2395909387E-07,0.5795891331E-03
7720.000000000,0.2395856565E-07,0.5596313371E-03
7730.000000000,0.2395803914E-07,0.5403170698E-03
7740.000000000,0.2395751426E-07,0.5216276073E-03
7750.000000000,0.2395699096E-07,0.5035446791E-03
7760.000000000,0.2395646915E-07,0.4860504607E-03
7770.000000000,0.2395594879E-07,0.4691275677E-03
7780.000000000,0.2395542980E-07,0.4527590480E-03
7790.000000000,0.2395491213E-07,0.4369283751E-03
7800.000000000,0.2395439572E-07,0.4216194408E-03
7810.000000000,0.2395388051E-07,0.4068165483E-03
7820.000000000,0.2395336647E-07,0.3925044048E-03
7830.000000000,0.2395285353E-07,0.3786681140E-03
7840.000000000,0.2395234166E-07,0.3652931695E-03
7850.000000000,0.2395183080E-07,0.3523654470E-03
7860.000000000,0.2395132091E-07,0.3398711972E-03
7870.000000000,0.2395081195E-07,0.3277970384E-03
7880.000000000,0.2395030389E-07,0.3161299494E-03
7890.000000000,0.2394979668E-07,0.3048572624E-03
7900.000000000,0.2394929029E-07,0.2939666555E-03
7910.000000000,0.2394878468E-07,0.2834461457E-03
7920.000000000,0.2394827982E-07,0.2732840818E-03
7930.000000000,0.2394777568E-07,0.2634691372E-03
7940.000000000,0.2394727223E-07,0.2539903033E-03
7950.000000000,0.2394676944E-07,0.2448368818E-03
7960.000000000,0.2394626728E-07,0.2359984787E-03
7970.000000000,0.2394576573E-07,0.2274649968E-03
7980.000000000,0.2394526475E-07,0.2192266292E-03
7990.000000000,0.2394476433E-07,0.2112738528E-03
8000.000000000,0.2394426444E-07,0.2035974214E-03
8010.000000000,0.2394376507E-07,0.1961883594E-03
8020.000000000,0.2394326618E-07,0.1890379555E-03
8030.000000000,0.2394276775E-07,0.1821377561E-03
8040.000000000,0.2394226978E-07,0.1754795592E-03
8050.000000000,0.2394177223E-07,0.1690554084E-03
8060.000000000,0.2394127510E-07,0.1628575865E-03
8070.000000000,0.2394077836E-07,0.1568786102E-03
8080.000000000,0.2394028200E-07,0.1511112236E-03
8090.000000000,0.2393978600E-07,0.1455483928E-03
8100.000000000,0.2393929035E-07,0.1401833002E-03
8110.000000000,0.2393879503E-07,0.1350093391E-03
8120.000000000,0.2393830003E-07,0.1300201081E-03
8130.000000000,0.2393780533E-07,0.1252094059E-03
8140.000000000,0.2393731093E-07,0.1205712261E-03
8150.000000000,0.2393681681E-07,0.1160997520E-03
8160.000000000,0.2393632295E-07,0.1117893517E-03
8170.000000000,0.2393582936E-07,0.1076345733E-03
8180.000000000,0.2393533601E-07,0.1036301399E-03
8190.000000000,0.2393484290E-07,0.9977094516E-04
8200.000000000,0.2393435002E-07,0.9605204864E-04
8210.000000000,0.2393385736E-07,0.9246867135E-04
8220.000000000,0.2393336490E-07,0.8901619144E-04
8230.000000000,0.2393287265E-07,0.8569013997E-04
8240.000000000,0.2393238059E-07,0.8248619678E-04
8250.000000000,0.2393188872E-07,0.7940018647E-04
8260.000000000,0.2393139702E-07,0.7642807450E-04
8270.000000000,0.2393090549E-07,0.7356596338E-04
8280.000000000,0.2393041413E-07,0.7081008899E-04
8290.000000000,0.2392992292E-07,0.6815681696E-04
8300.000000000,0.2392943186E-07,0.6560263923E-04
8310.000000000,0.2392894095E-07,0.6314417062E-04
8320.000000000,0.2392845018E-07,0.6077814558E-04
8330.000000000,0.2392795954E-07,0.5850141500E-04
8340.000000000,0.2392746903E-07,0.5631094315E-04
8350.000000000,0.2392697864E-07,0.5420380471E-04
8360.000000000,0.2392648837E-07,0.5217718189E-04
8370.000000000,0.2392599822E-07,0.5022836166E-04
8380.000000000,0.2392550817E-07,0.4835473308E-04
8390.000000000,0.2392501823E-07,0.4655378475E-04
8400.000000000,0.2392452839E-07,0.4482310231E-04
8410.000000000,0.2392403864E-07,0.4316036609E-04
8420.000000000,0.2392354899E-07,0.4156334883E-04
8430.000000000,0.2392305943E-07,0.4002991348E-04
8440.000000000,0.2392256996E-07,0.3855801114E-04
8450.000000000,0.2392208057E-07,0.3714567910E-04
8460.000000000,0.2392159126E-07,0.3579103888E-04
8470.000000000,0.2392110202E-07,0.3449229452E-04
8480.000000000,0.2392061286E-07,0.3324773080E-04
8490.000000000,0.2392012377E-07,0.3205571171E-04
8500.000000000,0.2391963475E-07,0.3091467891E-04
8510.000000000,0.2391914580E-07,0.2982315030E-04
8520.000000000,0.2391865691E-07,0.2877971873E-04
8530.000000000,0.2391816809E-07,0.2778305077E-04
8540.000000000,0.2391767932E-07,0.2683188556E-04
8550.000000000,0.2391719061E-07,0.2592503379E-04
8560.000000000,0.2391670195E-07,0.2506137678E-04
8570.000000000,0.2391621335E-07,0.2423986559E-04
8580.000000000,0.2391572480E-07,0.2345952031E-04
8590.000000000,0.2391523630E-07,0.2271942937E-04
8600.000000000,0.2391474785E-07,0.2201874899E-04
8610.000000000,0.2391425944E-07,0.2135670276E-04
8620.000000000,0.2391377108E-07,0.2073258118E-04
8630.000000000,0.2391328276E-07,0.2014574149E-04
8640.000000000,0.2391279449E-07,0.1959560741E-04
8650.000000000,0.2391230625E-07,0.1908166915E-04
8660.000000000,0.2391181806E-07,0.1860348333E-04
8670.000000000,0.2391132990E-07,0.1816067321E-04
8680.000000000,0.2391084178E-07,0.1775292885E-04
8690.000000000,0.2391035370E-07,0.1738000742E-04
8700.000000000,0.2390986565E-07,0.1704173371E-04
8710.000000000,0.2390937763E-07,0.1673800056E-04
8720.000000000,0.2390888965E-07,0.1646876956E-04
8730.000000000,0.2390840170E-07,0.1623407177E-04
8740.000000000,0.2390791378E-07,0.1603400859E-04
8750.000000000,0.2390742589E-07,0.1586875266E-04
8760.000000000,0.2390693803E-07,0.1573854898E-04
8770.000000000,0.2390645020E-07,0.1564371607E-04
8780.000000000,0.2390596239E-07,0.1558464724E-04
8790.000000000,0.2390547461E-07,0.1556181201E-04
8800.000000000,0.2390498686E-07,0.1557575763E-04
8810.000000000,0.2390449913E-07,0.1562711068E-04
8820.000000000,0.2390401143E-07,0.1571657888E-04
8830.000000000,0.2390352375E-07,0.1584495290E-04
8840.000000000,0.2390303610E-07,0.1601310838E-04
8850.000000000,0.2390254847E-07,0.1622200809E-04
8860.000000000,0.2390206086E-07,0.1647270408E-04
8870.000000000,0.2390157327E-07,0.1676634013E-04
8880.000000000,0.2390108571E-07,0.1710415423E-04
8890.000000000,0.2390059817E-07,0.1748748120E-04
8900.000000000,0.2390011064E-07,0.1791775543E-04
8910.000000000,0.2389962314E-07,0.1839651385E-04
8920.000000000,0.2389913566E-07,0.1892539890E-04
8930.000000000,0.2389864819E-07,0.1950616173E-04
8940.000000000,0.2389816075E-07,0.2014066552E-04
8950.000000000,0.2389767332E-07,0.2083088894E-04
8960.000000000,0.2389718591E-07,0.2157892975E-04
8970.000000000,0.2389669852E-07,0.2238700856E-04
8980.000000000,0.2389621115E-07,0.2325747271E-04
8990.000000000,0.2389572379E-07,0.2419280037E-04
9000.000000000,0.2389523645E-07,0.2519560469E-04
9010.000000000,0.2389474913E-07,0.2626863820E-04
9020.000000000,0.2389426182E-07,0.2741479735E-04
9030.000000000,0.2389377453E-07,0.2863712712E-04
9040.000000000,0.2389328726E-07,0.2993882593E-04
9050.000000000,0.2389280000E-07,0.3132325062E-04
9060.000000000,0.2389231276E-07,0.3279392161E-04
9070.000000000,0.2389182553E-07,0.3435452826E-04
9080.000000000,0.2389133832E-07,0.3600893433E-04
9090.000000000,0.2389085112E-07,0.3776118374E-04
9100.000000000,0.2389036394E-07,0.3961550634E-04
9110.000000000,0.2388987677E-07,0.4157632395E-04
9120.000000000,0.2388938962E-07,0.4364825660E-04
9130.000000000,0.2388890248E-07,0.4583612886E-04
9140.000000000,0.2388841535E-07,0.4814497640E-04
9150.000000000,0.2388792824E-07,0.5058005274E-04
9160.000000000,0.2388744114E-07,0.5314683613E-04
9170.000000000,0.2388695406E-07,0.5585103667E-04
9180.000000000,0.2388646698E-07,0.5869860359E-04
9190.000000000,0.2388597993E-07,0.6169573267E-04
9200.000000000,0.2388549288E-07,0.6484887390E-04
9210.000000000,0.2388500585E-07,0.6816473931E-04
9220.000000000,0.2388451883E-07,0.7165031098E-04
9230.000000000,0.2388403182E-07,0.7531284921E-04
9240.000000000,0.2388354483E-07,0.7915990090E-04
9250.000000000,0.2388305785E-07,0.8319930811E-04
9260.000000000,0.2388257088E-07,0.8743921682E-04
9270.000000000,0.2388208392E-07,0.9188808581E-04
9280.000000000,0.2388159698E-07,0.9655469581E-04
9290.000000000,0.2388111005E-07,0.1014481587E-03
9300.000000000,0.2388062313E-07,0.1065779272E-03
9310.000000000,0.2388013622E-07,0.1119538042E-03
9320.000000000,0.2387964932E-07,0.1175859526E-03
9330.000000000,0.2387916244E-07,0.1234849058E-03
9340.000000000,0.2387867557E-07,0.1296615770E-03
9350.000000000,0.2387818871E-07,0.1361272705E-03
9360.000000000,0.2387770186E-07,0.1428936913E-03
9370.000000000,0.2387721502E-07,0.1499729563E-03
9380.000000000,0.2387672820E-07,0.1573776051E-03
9390.000000000,0.2387624139E-07,0.1651206106E-03
9400.000000000,0.2387575459E-07,0.1732153906E-03
9410.000000000,0.2387526780E-07,0.1816758186E-03
9420.000000000,0.2387478102E-07,0.1905162358E-03
9430.000000000,0.2387429425E-07,0.1997514619E-03
9440.000000000,0.2387380749E-07,0.2093968075E-03
9450.000000000,0.2387332075E-07,0.2194680853E-03
9460.000000000,0.2387283402E-07,0.2299816225E-03
9470.000000000,0.2387234729E-07,0.2409542727E-03
9480.000000000,0.2387186058E-07,0.2524034279E-03
9490.000000000,0.2387137388E-07,0.2643470308E-03
9500.000000000,0.2387088719E-07,0.2768035872E-03
9510.000000000,0.2387040052E-07,0.2897921787E-03
9520.000000000,0.2386991385E-07,0.3033324746E-03
9530.000000000,0.2386942720E-07,0.3174447448E-03
9540.000000000,0.2386894055E-07,0.3321498726E-03
9550.000000000,0.2386845392E-07,0.3474693671E-03
9560.000000000,0.2386796730E-07,0.3634253761E-03
9570.000000000,0.2386748068E-07,0.3800406985E-03
9580.000000000,0.2386699408E-07,0.3973387976E-03
9590.000000000,0.2386650749E-07,0.4153438134E-03
9600.000000000,0.2386602092E-07,0.4340805758E-03
9610.000000000,0.2386553435E-07,0.4535746169E-03
9620.000000000,0.2386504779E-07,0.4738521839E-03
9630.000000000,0.2386456125E-07,0.4949402521E-03
9640.000000000,0.2386407471E-07,0.5168665369E-03
9650.000000000,0.2386358819E-07,0.5396595069E-03
9660.000000000,0.2386310167E-07,0.5633483962E-03
9670.000000000,0.2386261517E-07,0.5879632167E-03
9680.000000000,0.2386212868E-07,0.6135347705E-03
9690.000000000,0.2386164219E-07,0.6400946618E-03
9700.000000000,0.2386115572E-07,0.6676753095E-03
9710.000000000,0.2386066926E-07,0.6963099583E-03
9720.000000000,0.2386018281E-07,0.7260326907E-03
9730.000000000,0.2385969637E-07,0.7568784388E-03
9740.000000000,0.2385920995E-07,0.7888829951E-03
9750.000000000,0.2385872353E-07,0.8220830238E-03
9760.000000000,0.2385823712E-07,0.8565160715E-03
9770.000000000,0.2385775073E-07,0.8922205778E-03
9780.000000000,0.2385726434E-07,0.9292358858E-03
9790.000000000,0.2385677796E-07,0.9676022516E-03
9800.000000000,0.2385629160E-07,0.1007360854E-02
9810.000000000,0.2385580525E-07,0.1048553806E-02
9820.000000000,0.2385531890E-07,0.1091224158E-02
9830.000000000,0.2385483257E-07,0.1135415915E-02
9840.000000000,0.2385434625E-07,0.1181174035E-02
9850.000000000,0.2385385994E-07,0.1228544446E-02
9860.000000000,0.2385337363E-07,0.1277574048E-02
9870.000000000,0.2385288734E-07,0.1328310720E-02
9880.000000000,0.2385240106E-07,0.1380803328E-02
9890.000000000,0.2385191479E-07,0.1435101732E-02
9900.000000000,0.2385142854E-07,0.1491256787E-02
9910.000000000,0.2385094229E-07,0.1549320353E-02
9920.000000000,0.2385045605E-07,0.1609345297E-02
9930.000000000,0.2384996982E-07,0.1671385496E-02
9940.000000000,0.2384948360E-07,0.1735495840E-02
9950.000000000,0.2384899740E-07,0.1801732238E-02
9960.000000000,0.2384851120E-07,0.1870151615E-02
9970.000000000,0.2384802502E-07,0.1940811917E-02
9980.000000000,0.2384753884E-07,0.2013772108E-02
9990.000000000,0.2384705268E-07,0.2089092173E-02
10000.00000000,0.2384656652E-07,0.2166833117E-02
10010.00000000,0.2384608038E-07,0.2247056959E-02
10020.00000000,0.2384559425E-07,0.2329826736E-02
10030.00000000,0.2384510812E-07,0.2415206493E-02
10040.00000000,0.2384462201E-07,0.2503261285E-02
10050.00000000,0.2384413591E-07,0.2594057168E-02
10060.00000000,0.2384364982E-07,0.2687661195E-02
10070.00000000,0.2384316374E-07,0.2784141408E-02
10080.00000000,0.2384267767E-07,0.2883566832E-02
10090.00000000,0.2384219161E-07,0.2986007468E-02
10100.00000000,0.2384170556E-07,0.3091534277E-02
10110.00000000,0.2384121952E-07,0.3200219178E-02
10120.00000000,0.2384073349E-07,0.3312135031E-02
10130.00000000,0.2384024747E-07,0.3427355628E-02
10140.00000000,0.2383976146E-07,0.3545955676E-02
10150.00000000,0.2383927547E-07,0.3668010788E-02
10160.00000000,0.2383878948E-07,0.3793597463E-02
10170.00000000,0.2383830350E-07,0.3922793070E-02
10180.00000000,0.2383781754E-07,0.4055675834E-02
10190.00000000,0.2383733158E-07,0.4192324814E-02
10200.00000000,0.2383684564E-07,0.4332819887E-02
10210.00000000,0.2383635970E-07,0.4477241720E-02
10220.00000000,0.2383587378E-07,0.4625671759E-02
10230.00000000,0.2383538786E-07,0.4778192196E-02
10240.00000000,0.2383490196E-07,0.4934885952E-02
10250.00000000,0.2383441607E-07,0.5095836646E-02
10260.00000000,0.2383393018E-07,0.5261128573E-02
10270.00000000,0.2383344431E-07,0.5430846676E-02
10280.00000000,0.2383295845E-07,0.5605076516E-02
10290.00000000,0.2383247260E-07,0.5783904241E-02
10300.00000000,0.2383198676E-07,0.5967416557E-02
10310.00000000,0.2383150093E-07,0.6155700697E-02
10320.00000000,0.2383101511E-07,0.6348844385E-02
10330.00000000,0.2383052930E-07,0.6546935802E-02
10340.00000000,0.2383004350E-07,0.6750063551E-02
10350.00000000,0.2382955771E-07,0.6958316619E-02
10360.00000000,0.2382907193E-07,0.7171784343E-02
10370.00000000,0.2382858616E-07,0.7390556365E-02
10380.00000000,0.2382810040E-07,0.7614722594E-02
10390.00000000,0.2382761465E-07,0.7844373167E-02
10400.00000000,0.2382712892E-07,0.8079598402E-02
10410.00000000,0.2382664319E-07,0.8320488758E-02
10420.00000000,0.2382615747E-07,0.8567134787E-02
10430.00000000,0.2382567177E-07,0.8819627092E-02
10440.00000000,0.2382518607E-07,0.9078056274E-02
10450.00000000,0.2382470039E-07,0.9342512890E-02
10460.00000000,0.2382421471E-07,0.9613087398E-02
10470.00000000,0.2382372905E-07,0.9889870114E-02
10480.00000000,0.2382324339E-07,0.1017295115E-01
